event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san
9759,2383,2635,0-1,54,True,True,kingside,kingside,25,resignation,d4 Nf6 Nf3 g6 Nbd2 d5 e3 Bg7 b4 O-O Bb2 c6 c4 Bg4 Qb3 Nbd7 a4 Nb6 c5 Nbd7 Bd3 Bxf3 Nxf3 e5 Be2 exd4 Bxd4 a5 O-O Ne4 Rfc1 Bxd4 exd4 axb4 Qxb4 Ra7 Rcb1 Qf6 Bd3 Ng5 Nxg5 Qxg5 Re1 Qd8 Bc2 Re8 Rxe8+ Qxe8 Re1 Qd8 Re3 Nf8 f4 Qa5 Qxa5 Rxa5 f5 gxf5 Rg3+ Kh8 Bxf5 Rxa4 Rb3 Ne6 Bxe6 fxe6 Rxb7 Rxd4 Rc7 Kg8 Kf2 Rc4 Rxc6 Kf7 Rc7+ Kg6 c6 Kf5 Ke3 h6 Kd3 e5 Rf7+ Ke6 Rh7 e4+ Ke3 Ke5 c7 d4+ Kd2 e3+ Ke2 Rc2+ Kf3 Kd6 Rxh6+ Kxc7 Re6 Rf2+ Kg3 Rf7 h4 d3 Rxe3 d2 Rc3+ Kd8
9760,2241,2320,0-1,37,True,True,kingside,kingside,22,resignation,Nf3 Nf6 g3 g6 b4 Bg7 Bb2 O-O c4 d6 Bg2 e5 Nc3 a5 b5 Nbd7 O-O Nc5 d3 Re8 Nd2 Bf5 Nb3 Nfd7 e4 Be6 f4 exf4 gxf4 f5 Rb1 a4 Nxc5 Nxc5 exf5 Bxf5 Ne4 Qe7 Nxc5 Qe3+ Kh1 dxc5 Bxb7 Rad8 Rf3 Qe2 Bxg7 Kxg7 Qg1 Rxd3 Rbf1 Rxf3 Rxf3 Qxc4 Re3 Rxe3 Qxe3 Qf1+ Qg1 Qxg1+ Kxg1 a3 Bd5 Kf6 Kf2 Be6 Bxe6 Kxe6 Ke3 Kd5 h4 c4 h5 gxh5
9761,2131,2166,0-1,63,True,True,kingside,kingside,21,resignation,d4 c5 c3 e6 Nf3 Nf6 Bg5 cxd4 cxd4 Qb6 Bc1 Bb4+ Nc3 Ne4 Qc2 Qa5 Bd2 Bxc3 bxc3 d5 e3 Nd7 Bd3 Ndf6 O-O O-O Be1 Qc7 Ne5 Nd6 c4 Nxc4 Nxc4 dxc4 Qxc4 Qxc4 Bxc4 Bd7 Bb4 Rfc8 Rfc1 Rc7 Bd3 Rac8 Bd2 Rxc1+ Rxc1 Rxc1+ Bxc1 Bc6 f3 Kf8 Kf2 Ke7 e4 Nd7 Ke3 g6 g4 f6 h4 Kf7 Bc4 Nb6 Be2 Na4 Bd2 Nb6 Bb4 Nd7 a3 a6 Bc4 Nb6 Ba2 Bb5 f4 Nc4+ Kf3 Nb2 f5 Bc4 Bxc4 Nxc4 fxe6+ Kxe6 Kf4 h6 d5+ Kf7 g5 fxg5+ hxg5 h5 e5 a5 e6+ Ke8 Bc3 Ke7 a4 h4 Bd4 Kd6 Ke4 h3 Bg1 Nd2+ Kf4 Nf1 Bc5+ Kxc5 e7 h2 e8=Q h1=Q Qe7+ Kc4 Qc7+ Kb3 Kg4 Qg2+ Kh4 Qh1+ Kg4 Ne3+
9762,2075,2271,1-0,28,True,False,queenside,none,11,resignation,d4 f5 Bg5 g6 Nc3 d5 e3 Bg7 h4 h6 Bf4 c6 Qd2 Nf6 f3 b5 Bd3 Nbd7 g4 e6 Qg2 Kf7 Nh3 Nh7 O-O-O b4 Na4 Qa5 gxf5 exf5 Rdg1 Nhf8 Bxf5 Qxa4 Bxg6+ Ke7 Qg3 Ne6 Bd6+ Kd8 Bf5 Ndf8 Bc7+ Nxc7 Qd6+ Bd7 Rxg7 c5 dxc5 Ne8 Qe7+ Kc8 Qxe8+ Kb7 Bxd7 Qxa2 Bb5+
9763,2061,2132,1/2-1/2,30,True,True,kingside,kingside,4,draw,e4 c5 b3 b6 Bb2 Bb7 Nc3 Nc6 f4 e6 Nf3 Nd4 d3 Nxf3+ Qxf3 Nf6 Qg3 d5 e5 Nh5 Qf2 g6 g4 Be7 g5 a6 h4 Ng7 Bg2 h5 Ne2 Qc7 Ng3 b5 O-O O-O Qd2 Rac8 Kh2 Rfd8 c3 c4 d4 a5 Rfc1 Qb6 b4 axb4 cxb4 Ra8 a3 Ra4 Qc3 Rda8 Re1 R4a6 Rec1 Ra4 Re1 R4a6
9764,2120,1881,1-0,40,True,True,kingside,kingside,21,resignation,d4 Nf6 c4 e6 Nc3 c5 d5 exd5 cxd5 d6 e4 g6 h3 Bg7 Nf3 O-O Bd3 a6 a4 Re8 O-O Nbd7 Re1 Ne5 Nxe5 Rxe5 Be3 h5 f4 Re8 Bf2 Nh7 Rb1 h4 Qd2 g5 e5 g4 Bxh7+ Kxh7 exd6 Bf5 Rxe8 Qxe8 Re1 Qg8 hxg4 Bxg4 Qd3+ Kh8 Bxh4 Bd4+ Bf2 Qg7 Re7 Rg8 Qg3 Bxf2+ Qxf2 Qh6 Ne4 Bh3 Ng5 Rxg5 fxg5 Qxg5 Re8+ Kg7 Re3 Bg4 Rg3 f5 d7 Qe7 Qxf5 Qe1+ Kh2 Qxg3+ Kxg3 Bxf5
9765,2079,1911,0-1,47,True,True,kingside,kingside,13,resignation,Nf3 c5 c4 Nc6 Nc3 g6 e3 Bg7 d4 cxd4 exd4 d6 d5 Ne5 Nxe5 Bxe5 Be2 b6 Nb5 Bb7 O-O Bg7 Be3 Nf6 Rc1 O-O Re1 Rc8 b3 a6 Nd4 Nd7 Bg4 Ra8 Bg5 Re8 Qd2 Ne5 Be2 Nd7 Bf1 Nf6 g3 Qc7 Bg2 Bf8 Re2 Bg7 Bh3 Qc5 Be3 Qc7 Bh6 Bxh6 Qxh6 Bc8 Bxc8 Raxc8 Rce1 a5 Qg5 Kf8 Nc6 Ng8 Re4 e5 a3 Kg7 Qd2 f5 R4e2 Nf6 b4 Ne4 Rxe4 fxe4 Rxe4 axb4 axb4 Ra8 h4 Qf7 Qe2 Ra1+ Kg2 Rea8 Nd4 R8a2 Ne6+ Kg8 Qe3 Ra3 Qe2 R1a2
9766,2758,2764,0-1,52,True,True,queenside,kingside,21,resignation,c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6 g3 Qb6 Nb3 Ne5 e4 Bb4 Qe2 d6 Bd2 O-O O-O-O a5 f4 a4 Na1 Nc6 Nc2 a3 b3 d5 Bg2 dxc4 Qxc4 Bxc3 Qxc3 Ng4 Qf3 e5 f5 Nf6 Bg5 Qc5 Kb1 b6 Bxf6 gxf6 Rd5 Qe7 Rhd1 Ra5 Qe3 Nd4 Nxd4 exd4 R1xd4 Bxf5 Rd6 Bg6 g4 Rc8 h4 h5 gxh5 Rxh5 Bh3 Re8 Qg3 Qe5 Qg4 Qh2 Qg2 Qxg2 Bxg2 Rxh4 Kc1 Rc8+ Kd1 Kg7 Rd2 Rc3 Rxb6 Bh5+ Ke1 Rf4 Rd5 Re3+ Kd2 Rg3 Rxh5 Rf2+ Ke1 Rgxg2 Rd5 Rxa2 Kf1 Raf2+ Ke1 Rb2 Kf1 a2 Ra6 Rh2 Kg1 Rhd2
9767,2490,2351,1-0,50,True,True,kingside,kingside,16,resignation,Nf3 d6 d4 g6 g3 Bg7 Bg2 Nd7 O-O c6 Nbd2 Nh6 e4 O-O c3 Qc7 Re1 e5 a4 f6 a5 Nf7 Nc4 Rb8 h4 Rd8 h5 Nf8 hxg6 hxg6 Ne3 d5 exd5 e4 Nd2 cxd5 c4 dxc4 Nxe4 f5 Nc3 Rxd4 Qc2 Qd8 Ned5 Be6 Nf4 Rd6 Be3 Ra6 Bc5 Qf6 Nfd5 Qd8 Rad1 Nd7 Be7 Qxa5 Bb4 Qd8 Nf4 Nfe5 Bd6 Rxd6 Rxd6 Bf7 Qd1 Qc7 Ne6 Bxe6 Rxe6 Qc5 Bd5 Kh7 Kg2 Ng4 Rh1+ Bh6 Ne4 Qf8 Ng5+ Kg7 Rxh6 Nxh6 Qd4+ Nf6 Qe5 Ng4 Qc7+ Kh6 Nf7+ Kg7 Nd8+ Kh6 Qf4+ Kh5 Re1 g5 Qxf5 Nxf2 Bf7+
9768,1727,1485,1-0,39,True,True,kingside,kingside,14,resignation,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Be7 Re1 d6 h3 Na5 c3 Nxb3 axb3 Bb7 d3 Nd7 Nbd2 O-O Nf1 f5 b4 Qe8 Ng5 Bxg5 Bxg5 Qg6 Bh4 Qh6 Bg3 Qg6 f3 f4 Bf2 Bc8 Kh1 Nb6 Nh2 h5 b3 Be6 c4 Nc8 cxb5 Qf7 bxa6 Bxb3 Qd2 Qd7 Reb1 Be6 b5 Nb6 d4 Qd8 dxe5 dxe5 Qc3 Re8 Rd1 Bd7 Rdb1 Kh7 Rd1 Ra7 Qc5 Re7 Rd5 Nxd5 Qxa7 Bxb5 exd5 Qxd5 Qb7
9769,2555,2637,1-0,40,True,True,kingside,kingside,17,resignation,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Bg5 O-O Qd2 a6 Nf3 Bg4 Be2 Nfd7 Ng1 Bxe2 Ngxe2 c5 d5 Ne5 b3 b5 O-O Qe8 Rab1 b4 Nd1 Nbd7 Ne3 Nb6 f4 Ned7 Kh1 a5 Ng4 Nf6 Nf2 Nbd7 Ng1 a4 Nf3 axb3 axb3 h6 Bh4 e5 dxe6 Qxe6 Qc2 Rfe8 Rbe1 Ng4 Nxg4 Qxg4 h3 Qxf4 g3 Qxf3+ Rxf3 Ne5 Rf6 Ra6 Qd2 g5 Bxg5 hxg5 Qxg5 Ra3 Ref1 Rxb3 Rxd6 f6 Rdxf6 Rd3 h4 Rd7 h5 Kh8 Ra6
9770,2053,1861,1-0,33,True,True,kingside,kingside,10,resignation,Nf3 d5 d4 Nf6 c4 e6 e3 c6 Nbd2 Nbd7 Bd3 Be7 O-O O-O e4 dxe4 Nxe4 Nxe4 Bxe4 Nf6 Bc2 b6 Qd3 Bb7 Bg5 g6 Rad1 Nh5 Bxe7 Qxe7 Rfe1 Rfd8 Qe3 Rac8 Ne5 Nf6 Qg5 Re8 Qe3 Kg7 Bb3 Red8 h3 h5 Bc2 Nh7 Qg3 Qg5 Qf3 Qf6 Qa3 a6 Rd3 Rc7 Rf3 Qg5 Qc3 Kg8 Rg3 Qf4 Bxg6 fxg6 Nxg6 Qxd4 Nf4+ Kh8 Rd1
9771,2566,2526,1/2-1/2,24,True,True,kingside,kingside,8,draw,d4 d5 c4 e6 Nc3 c6 e3 Nf6 Nf3 Nbd7 Qc2 Bd6 Bd3 dxc4 Bxc4 O-O O-O b5 Be2 Bb7 Rd1 Qc7 Bd2 Rfe8 Rac1 a6 h3 e5 dxe5 Nxe5 Nxe5 Bxe5 Bf3 c5 Bxb7 Qxb7 Ne2 Ne4 Be1 Rac8 f3 Nf6 e4 c4 Bh4 Nd7 b4 Bb8 f4
9772,2414,2182,1-0,51,True,True,kingside,kingside,19,resignation,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Nf3 c5 dxc5 Qa5 Bd3 Qxc5 Qe2 Bg4 Be3 Qh5 O-O Nc6 Rac1 Nd7 Qf2 Bxf3 gxf3 Qa5 Kh1 Nc5 Bb1 Rfd8 Rfd1 Na4 Rd5 Qa6 Nxa4 Qxa4 b3 Qa3 Rcd1 Qb2 R5d2 Qc3 h4 Qf6 f5 gxf5 exf5 Kh8 Bg5 Qc3 Be4 Re8 Bd5 Nd8 Re2 e6 Re3 Qb2 Qxb2 Bxb2 Bxd8 Raxd8 fxe6 fxe6 Rxe6 Rxe6 Bxe6 Ba3 Bd5 b6 Re1 Rd7 f4 Kg7 Kg2 Kf8 Kf3 Re7 Be4 a5 Rd1 h6 Rd5 Kg7 Rb5 Bc5 a3 Bxa3 Rxb6 Bc5 Rb8 Rf7 Bd5 Re7 Kg4 Bb4 Kf5 Re1 Rb7+ Kh8 Kg6
9773,2527,2704,0-1,53,False,False,none,none,22,resignation,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 c6 e3 Bf5 Qf3 Bg6 Bxf6 Qxf6 Qxf6 gxf6 h4 h5 Nge2 a5 Nf4 Bd6 g3 Nd7 a4 Nb6 Kd2 Ke7 b3 Nc8 Bh3 Bxf4 gxf4 Nd6 Ne2 Be4 Rhg1 Ra6 Ng3 Rb6 Kc3 Rb4 Rgf1 Rg8 Rfc1 Rb8 Bf1 b6 Kd2 Rxb3 Rxc6 Rb2+ Ke1 Bc2 Bh3 Bb3 Rc7+ Kf8 Nxh5 Ne8 Ra7 Bc4 Ng3 Nd6 Rd7 Ne4 Nxe4 dxe4 Rc1 b5 Bg4 f5 Bxf5 Re2+ Kd1 Rxf2 Bxe4 Rf1+ Kd2 Rf2+ Kd1 Rc8 Bd3 Bb3+ Ke1 Rxc1+ Kxf2 bxa4 f5 f6 Rb7 a3 Rxb3 a2 Ra3 a1=Q Rxa1 Rxa1 Ke2 a4 Kd2 a3 Kc2 a2
9774,2521,2378,0-1,38,True,True,kingside,kingside,19,resignation,e4 e5 Nf3 Nc6 Bb5 f5 d3 fxe4 dxe4 Nf6 O-O Bc5 Qd3 Nd4 Nxd4 Bxd4 Bc4 Qe7 c3 Bb6 a4 a6 a5 Ba7 Be3 Bxe3 Qxe3 d6 Be2 Be6 c4 Qf7 b3 O-O Nc3 Nd7 Nd5 Rac8 Rfd1 Nb8 c5 Nc6 cxd6 cxd6 Bc4 Nd4 Rd2 Kh8 f4 Bxd5 Bxd5 Qh5 Rf1 Rxf4 Rdf2 g5 g3 Qh3 Qe1 Rc2 Rxc2 Nxc2 Qc1 Rxf1+ Qxf1 Qxf1+ Kxf1 Ne3+ Ke2 Nxd5 exd5 g4 Kd3 Kg7 Ke4 Kf6
9775,2402,2025,0-1,41,False,False,none,none,16,resignation,e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3+ bxc3 Qc7 Qg4 Ne7 Qxg7 Rg8 Qxh7 cxd4 Ne2 Nbc6 f4 dxc3 Qd3 d4 Nxd4 Nxd4 Qxd4 Bd7 Rg1 Nf5 Qf2 Qc6 Bd3 Rd8 g4 Ne7 Be3 Nd5 g5 Qa4 Rb1 Bc6 Bc1 a5 h4 Ne7 h5 Kf8 Qc5 Rxd3 cxd3 Qc2 Ra1 Bf3 Qe3 Bxh5 Qe4 Nf5 Rg2 Qd1+ Kf2 Rh8 d4 Bg4 a4 Kg7 Qe1 Qxd4+ Be3 Qe4 Bb6 Qxf4+ Kg1 Nh4 Be3 Nf3+ Kf2 Qf5 Qb1 c2 Qxb7 Nxe5+
9776,2538,1881,1-0,34,True,True,kingside,kingside,15,resignation,Nf3 Nf6 c4 e6 g3 d5 Bg2 Be7 O-O O-O d4 Nbd7 Qc2 b6 cxd5 exd5 Bf4 c5 Nc3 Bb7 dxc5 Nxc5 Rad1 Rc8 Qb1 Ne6 Be5 Qe8 Bxf6 Bxf6 Nxd5 Bxd5 Rxd5 Nc5 e3 Qe7 Nd4 Rfe8 Nf5 Qe6 Nd6 Red8 Nxc8 Rxd5 Bxd5 Qxd5 Rd1 Qb7 Nd6 Qc6 b4 Ne6 Qe4 Qc7 Qa8+ Nf8 Ne8 Qe7 Nxf6+ gxf6 Rd4 Kg7 a3 Ng6 Rd8 Nf8 h4 a5
9777,2391,2530,1/2-1/2,14,True,False,kingside,none,4,draw,Nf3 d5 e3 Nf6 c4 c6 d4 Bf5 Nc3 e6 Nh4 Bg6 Qb3 Qc7 Nxg6 hxg6 g3 Nbd7 Bg2 Nb6 cxd5 exd5 O-O Be7 a4 Rd8 a5 Nc8 a6
9778,2415,2422,1-0,44,True,True,kingside,kingside,16,resignation,e4 g6 d4 Bg7 Nf3 c6 Nc3 d5 h3 Nf6 e5 Ne4 Nxe4 dxe4 Ng5 c5 Bc4 O-O c3 cxd4 cxd4 Nc6 Be3 b5 Bb3 Bb7 h4 Na5 Bc2 Nc4 O-O Bd5 Bxe4 f6 exf6 exf6 Qf3 Bxe4 Nxe4 f5 Nc5 f4 Bc1 Qd6 a4 Rae8 axb5 Qxd4 Nb3 Qd7 Qc6 Qf7 Nd2 Ne5 Qe4 Ng4 Qa4 Qf6 Nf3 Ne5 Qb3+ Kh8 Rxa7 Nxf3+ Qxf3 Qxh4 b6 g5 b7 Be5 Ra8 Bb8 b4 Qh6 Bb2+ Kg8 Qd5+ Qe6 Qxg5+ Qg6 Qd5+ Qe6 Qg5+ Qg6 Qd5+ Qe6 Qd4 Qg6 Ra6
9779,2259,2005,1-0,39,True,True,kingside,kingside,12,resignation,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 Nc6 Nge2 a6 Qd2 Rb8 Rc1 Bd7 Nd1 Ne8 Nf2 e5 d5 Ne7 g3 f5 Bg2 Nf6 O-O fxe4 fxe4 Ng4 Nxg4 Bxg4 Rxf8+ Bxf8 Kh1 Qd7 Ng1 Qc8 c5 Qd8 h3 Bd7 Qb4 dxc5 Bxc5 b6 Bf2 Nc8 Qc4 Bd6 Qxa6 Qe8 Qe2 Ra8 a3 Na7 Nf3 h6 Kh2 Kh7 Be3 Qf8 Rf1 Qg7 Rf2 Nc8 Qf1 Kg8 Qc1 Kh7 Nd2 Bb5 Bf1 Bxf1 Nxf1 Ne7 Bxh6
9780,2355,2150,1-0,27,True,True,kingside,kingside,14,resignation,e4 c5 Nf3 d6 c3 Nf6 Be2 Bd7 Qc2 Bc6 d3 g6 Nbd2 e5 d4 cxd4 cxd4 exd4 Nxd4 Bg7 O-O O-O Re1 d5 e5 Ne4 N2f3 Nd7 Bf4 Ndc5 Rad1 Rc8 Nxc6 bxc6 b4 Ne6 Be3 Qe7 Qb3 Rb8 b5 Nc7 Nd4 Rxb5 Nxc6 Qd7 Bxb5 Nxb5 Qxb5 Nc3 Qc5 Nxd1 Rxd1 Qg4 Qxd5
9781,2252,2311,1/2-1/2,17,True,True,kingside,kingside,4,draw,d4 Nf6 c4 c5 d5 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 e6 O-O exd5 cxd5 a6 a4 Nbd7 Nd2 Re8 a5 b5 axb6 Nxb6 Nb3 Nc4 Ra4 Nb6 Ra1 Nc4 Ra4 Nb6 Ra1
9782,2062,2253,0-1,30,True,False,kingside,none,16,resignation,e4 e6 a3 d5 e5 Bd7 Nf3 f6 b4 a5 b5 c5 bxc6 bxc6 d4 c5 c4 cxd4 cxd5 fxe5 Nxe5 Qf6 Nxd7 Nxd7 dxe6 Qe5+ Be2 Nc5 f4 Qe4 O-O d3 Bf3 Qd4+ Rf2 Rb8 Bc6+ Kd8 Nc3 Qxc3 Bd2 Qd4 Bxa5+ Kc8 Rb1 Bd6 Bd7+ Nxd7 exd7+ Kxd7 Qg4+ Ke7 Re1+ Kf8 Bb4 Nf6 Qe6 Bxb4 axb4 Re8
9783,2283,1955,1-0,34,True,True,kingside,kingside,11,resignation,c4 Nf6 d4 e6 Nf3 d5 e3 c5 Nc3 dxc4 Bxc4 a6 a4 Nc6 O-O Be7 b3 O-O Bb2 cxd4 exd4 Qa5 Qe2 Rd8 Rfd1 Nb4 Ne5 Bd7 f4 Nbd5 Qf3 Be8 f5 exf5 Nxd5 Nxd5 Qxf5 g6 Qf3 f6 Ng4 f5 Ne5 Kg7 g4 f4 Qe4 Bb4 Nd3 Bf7 Nxf4 Re8 Qf3 Re3 Qf2 Rae8 Ng2 R3e7 Rf1 Bd2 Rad1 Bg5 h4 Ne3 hxg5 Nxf1 Qf6+ Kg8 d5
9784,2458,1810,1-0,24,True,True,kingside,kingside,9,resignation,d4 d5 Nf3 Nf6 c4 c6 e3 e6 Bd3 Bd6 O-O Nbd7 Nbd2 O-O e4 dxe4 Nxe4 Nxe4 Bxe4 Nf6 Bc2 h6 b3 Qa5 a3 Qh5 Bb2 Nh7 Qd3 Ng5 Ne5 f5 Rae1 Bxe5 Rxe5 Bd7 f4 Nf7 Re3 Nd6 d5 Ne4 Qd4 Qf7 Bxe4 fxe4 Rg3 e5 Qxe5
9785,2051,2178,1/2-1/2,11,True,True,kingside,kingside,2,draw,Nf3 d5 c4 dxc4 Na3 a6 Nxc4 b5 Ne3 Bb7 g3 e6 Bg2 Nf6 O-O Be7 b3 O-O Bb2 Nbd7 d4 c5 Bc1
9786,2423,2570,1/2-1/2,34,True,True,kingside,kingside,12,draw,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O a3 Bxc3+ Qxc3 d5 e3 b6 Qc2 Bb7 Nf3 Nbd7 cxd5 Bxd5 b4 c5 dxc5 bxc5 Be2 Rc8 Qb2 Ne4 O-O cxb4 axb4 Nc3 Re1 Nb6 Nd4 e5 Nf5 Qf6 Ng3 Nba4 Qc2 Nxe2+ Qxe2 Nc3 Qb2 Nb5 e4 Bb7 Be3 a6 Qe2 Rfe8 Qg4 Qg6 Qxg6 hxg6 Rac1 f6 f3 Kf7 Bc5 Red8 Nf1 Rd3 Ne3 Rcd8 Nc4 Ke6
9787,2215,2199,0-1,43,True,True,kingside,kingside,14,resignation,e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 Be3 Nf6 h3 O-O Qd2 Nd4 Nce2 Nxe2 Nxe2 Re8 O-O Bd7 f4 Bc6 g4 e6 Ng3 Nd7 c3 d5 f5 exf5 exf5 d4 Bf4 Bxg2 Kxg2 dxc3 bxc3 Ne5 Bxe5 Rxe5 Rf3 Qd5 c4 Qd4 Rb1 b6 f6 Bf8 Ne2 Qd7 Nc3 Rae8 Rbf1 h5 Rg3 Kh7 gxh5 Rxh5 Nd5 Bh6 Qd1 Ree5 Qg4 Qc6 h4 b5 Kg1 b4 Ne7 Qe6 Qf3 Re3 Qg2 Re2 Rf2 Be3 Qa8 Bxf2+ Kf1 Re1+ Kg2 Rg1+ Kxf2 Qe1+
9788,2525,2346,0-1,32,True,False,queenside,none,17,resignation,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e6 g4 e5 Nf5 Nc6 Bg2 g6 Qe2 gxf5 exf5 Rg8 Bf3 Qa5 O-O-O Bd7 Rhe1 Rc8 a3 b5 Nd5 Nxd5 Bxd5 b4 a4 Qxa4 Kb1 b3 Bxb3 Qxg4 Qxa6 Qxf5 Ba4 Be7 Rd3 Rg6 Red1 Kf8 Rc3 d5 Bc5 Nd4 Bxd7 Rxa6 Bxc8 Qh5 f3 Rg6 Bg4 Qxh2 Re1 Bxc5 Rxc5 h5
9789,2082,2269,1-0,47,True,True,kingside,kingside,20,resignation,d4 d5 c4 e6 Nc3 c6 cxd5 exd5 Qc2 Nf6 Bg5 Na6 a3 Nc7 e3 Be7 Bd3 Nh5 Bxe7 Qxe7 Nge2 g6 Ng3 Nf4 O-O Nxd3 Qxd3 h5 f3 Be6 e4 O-O e5 c5 f4 h4 Nge2 c4 Qf3 b5 f5 Bxf5 Nf4 Rad8 Ncxd5 Nxd5 Nxd5 Qe6 Nf6+ Kg7 Qe3 h3 Rf2 hxg2 d5 Qb6 Qg5 Rh8 d6 Rxd6 exd6 Qxd6 Ne8+ Rxe8 Rxf5 Re2 Rf2 Rxf2 Kxf2 Qd4+ Kf3 c3 Qe3 Qd5+ Kf2 Qf5+ Kxg2 c2 Rc1 Kg8 Qd2 Qg4+ Kf1 Qf3+ Ke1 Qh1+ Ke2 Qg2+ Kd3 Qc6 Rxc2 Qd5+ Ke2 Qg2+ Kd1
9790,1980,1843,1-0,76,True,True,queenside,kingside,24,resignation,e4 d6 d4 g6 Be2 Bg7 Nc3 c6 Be3 Qc7 Qd2 a6 g4 b5 f4 b4 Nd1 Nf6 Nf2 h5 g5 Ng4 Nxg4 hxg4 Qxb4 a5 Qd2 Na6 c3 Rb8 O-O-O c5 Bf1 Bb7 Bg2 Qb6 Ne2 O-O h3 gxh3 Rxh3 Bc8 Rh4 Be6 d5 Bd7 Rdh1 Rfc8 Ng3 Qb5 Bf1 Qa4 Qc2 Qxc2+ Kxc2 Nc7 Bh3 Bxh3 R4xh3 e6 dxe6 fxe6 f5 exf5 exf5 Nd5 Bc1 gxf5 Nxf5 Be5 Rd1 Nb6 Ne7+ Kg7 Nxc8 Rxc8 Rg1 a4 g6 a3 b3 c4 Bxa3 Ra8 Kb2 Nd5 Rc1 Nf4 Rf3 Nd3+ Rxd3 cxd3 Rd1 Kxg6 Rxd3 Ra6 Bb4 Kf5 a4 Ke6 Kc2 Kd7 c4 Kc6 Bc3 Bf4 Rf3 Bh2 a5 Ra8 b4 Rc8 Kb3 Rg8 Rf2 Bg1 b5+ Kd7 Rf3 Rg4 Rd3 Kc7 Rh3 Rg8 Rh7+ Kb8 Rg7 Rxg7 Bxg7 Bc5 Kc3 Kc7 Bd4 Ba3 Kd3 Bb4 Bc3 Bc5 Ke4 Kd7 Kd5 Kc7 a6 Ba3 Bd4 Bb4 b6+ Kb8 Kc6 Ka8 b7+ Kb8 Bb6
9791,1801,1684,1/2-1/2,40,True,True,queenside,kingside,20,draw,d4 e6 Nf3 Nf6 Bf4 d5 Nbd2 Bd6 Ne5 Nbd7 e3 Be7 Be2 O-O g4 Nxe5 dxe5 Ne4 Nxe4 dxe4 Qd4 Qd5 Bc4 Qc6 O-O-O b5 Bf1 a5 Bg2 Bb7 Qd7 Bc5 Qxc6 Bxc6 g5 a4 h4 b4 h5 Bd5 Kb1 b3 cxb3 axb3 a3 Ra4 Rc1 Bxa3 bxa3 Rfa8 Kb2 Rxa3 Ra1 Ra2+ Rxa2 Rxa2+ Kc3 Rc2+ Kb4 c5+ Ka4 c4 Ka3 c3 Bxe4 Bxe4 Kxb3 Kf8 f3 Bxf3 Kxc2 Bxh1 Kxc3 Ke7 Kd4 Bf3 h6 g6 Kc5 Kd7 Bg3
9792,2028,2238,0-1,54,True,True,kingside,kingside,21,resignation,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e5 Nb3 Be7 f3 Be6 Qd2 h5 Nd5 Nxd5 exd5 Bf5 Bd3 Bxd3 Qxd3 Nd7 c4 Rc8 O-O Bg5 Bf2 O-O Nc1 g6 Ne2 Qc7 b3 Nc5 Qc2 b5 g3 bxc4 Qxc4 Qb7 f4 exf4 gxf4 Bf6 Rad1 Rfe8 Bxc5 Rxc5 Qd3 Qb5 Qxb5 axb5 Rd2 b4 Kf2 Ra8 Rc1 Rxc1 Nxc1 Bc3 Re2 Ra5 Rc2 Rxd5 a4 Bd2 Ne2 Rd3 Rb2 Be3+ Ke1 h4 a5 Kg7 a6 Kf6 Nc1 Bxc1 a7 Bxb2 Ke2 Rh3 a8=Q Rxh2+ Kf3 Kg7 Qd5 Bf6 Kg4 Rc2 Kh3 Rc3+ Kh2 Re3 Kg2 Rg3+ Kh2 g5 fxg5 Be5 Kh1 h3 Qc4 h2
9793,2273,2257,1/2-1/2,20,True,True,kingside,kingside,7,draw,e4 c6 c4 d5 cxd5 cxd5 exd5 Nf6 Bb5+ Bd7 Bc4 b5 Bb3 g6 d4 Bg7 Nf3 a5 a3 Na6 Ne5 Rc8 O-O O-O Re1 a4 Ba2 b4 Qd3 Nc7 d6 exd6 Nxd7 Qxd7 axb4 Nfd5 Bd2 Rb8 Qc4 Nb6
