event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass,source,has_stockfish
13705,2525,2274,1-0,42,1.0,1.0,kingside,kingside,16.0,resignation,A05,Zukertort Opening,A,85,35.94,60.71,1.0,6.0,3.0,2.0,875.0,877.0,-6.0,222.12,251,2400.0,Master,Expert,-24.77,1.0,2,kaggle_pgn,True
13706,2338,2249,0-1,54,1.0,1.0,kingside,kingside,25.0,resignation,A46,Indian Defense: Spielmann-Indian,A,108,196.62,14.83,3.0,0.0,4.0,1.0,-5399.0,60.0,-5403.0,734.59,89,2294.0,Expert,Expert,181.79,0.0,0,kaggle_pgn,True
13707,2308,2215,1/2-1/2,5,0.0,0.0,none,none,0.0,draw,A00,Mieses Opening,A,10,21.5,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-12.0,17.67,93,2262.0,Expert,Expert,21.5,,1,kaggle_pgn,True
13708,2417,2228,1/2-1/2,39,1.0,1.0,kingside,kingside,19.0,draw,A81,Dutch Defense: Semi-Leningrad Variation,A,79,13.89,17.93,0.0,0.0,1.0,1.0,0.0,51.0,-72.0,22.82,189,2322.0,Expert,Expert,-4.04,,1,kaggle_pgn,True
13709,2517,2549,1-0,27,1.0,1.0,kingside,kingside,10.0,resignation,A06,Nimzo-Larsen Attack: Classical Variation,A,55,52.5,53.83,2.0,3.0,1.0,1.0,690.0,807.0,-18.0,280.86,-32,2533.0,Master,Master,-1.33,1.0,2,kaggle_pgn,True
13710,2345,2569,1-0,23,1.0,1.0,kingside,queenside,10.0,resignation,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B,47,11.6,22.4,0.0,0.0,0.0,2.0,282.0,283.0,-20.0,79.75,-224,2457.0,Expert,Master,-10.8,1.0,2,kaggle_pgn,True
13711,2018,2341,0-1,27,1.0,1.0,kingside,kingside,10.0,resignation,D05,Queen's Pawn Game: Colle System,D,54,28.95,17.62,1.0,0.0,2.0,1.0,-422.0,56.0,-422.0,126.5,-323,2180.0,Expert,Expert,11.33,0.0,0,kaggle_pgn,True
13712,2726,2613,1/2-1/2,33,1.0,1.0,kingside,queenside,13.0,draw,A48,Torre Attack: Fianchetto Defense,A,67,17.25,23.91,0.0,0.0,1.0,1.0,0.0,65.0,-53.0,21.37,113,2670.0,Master,Master,-6.66,,1,kaggle_pgn,True
13713,2058,1953,1/2-1/2,19,1.0,1.0,kingside,kingside,10.0,draw,A15,English Opening: Anglo-Indian Defense,A,38,17.75,21.62,0.0,0.0,0.0,0.0,24.0,81.0,-29.0,21.01,105,2006.0,Expert,Advanced,-3.87,,1,kaggle_pgn,True
13714,2385,2312,1/2-1/2,18,1.0,1.0,kingside,kingside,6.0,draw,D31,Queen's Gambit Declined: Charousek Variation,D,36,9.22,13.67,0.0,0.0,0.0,0.0,35.0,86.0,0.0,18.66,73,2348.0,Expert,Expert,-4.45,,1,kaggle_pgn,True
13715,2246,2092,1-0,28,1.0,1.0,kingside,kingside,12.0,resignation,A05,Zukertort Opening,A,57,20.2,66.71,1.0,3.0,0.0,0.0,867.0,867.0,-21.0,175.9,154,2169.0,Expert,Expert,-46.51,1.0,2,kaggle_pgn,True
13716,2441,2567,1/2-1/2,68,1.0,1.0,kingside,kingside,23.0,draw,E60,King's Indian Defense: Fianchetto Variation,E,136,13.55,10.91,0.0,0.0,2.0,0.0,0.0,56.0,-114.0,34.77,-126,2504.0,Expert,Master,2.64,,1,kaggle_pgn,True
13717,2533,2266,1-0,37,1.0,1.0,kingside,kingside,19.0,resignation,D32,Tarrasch Defense: Two Knights Variation,D,75,18.67,30.55,0.0,2.0,1.0,1.0,453.0,571.0,-46.0,186.44,267,2400.0,Master,Expert,-11.88,1.0,2,kaggle_pgn,True
13718,1956,1943,1-0,16,1.0,1.0,kingside,kingside,3.0,resignation,D02,"Queen's Pawn Game: London System, with e6",D,33,44.17,144.0,1.0,3.0,1.0,0.0,1020.0,1131.0,-16.0,346.85,13,1950.0,Advanced,Advanced,-99.83,1.0,2,kaggle_pgn,True
13719,2522,2247,1-0,38,1.0,1.0,kingside,kingside,18.0,resignation,B36,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",B,77,38.4,53.58,1.0,2.0,3.0,2.0,485.0,742.0,-41.0,187.3,275,2384.0,Master,Expert,-15.18,1.0,2,kaggle_pgn,True
13720,1913,2142,0-1,28,1.0,1.0,kingside,kingside,8.0,resignation,C24,Bishop's Opening: Berlin Defense,C,56,50.47,31.56,2.0,1.0,2.0,0.0,-571.0,44.0,-580.0,211.28,-229,2028.0,Advanced,Expert,18.91,0.0,0,kaggle_pgn,True
13721,2486,1856,1-0,27,1.0,1.0,kingside,kingside,9.0,resignation,D30,Queen's Gambit Declined,D,55,14.17,24.82,0.0,0.0,0.0,3.0,233.0,275.0,8.0,69.49,630,2171.0,Expert,Advanced,-10.65,1.0,2,kaggle_pgn,True
13722,2661,2545,1-0,54,1.0,1.0,kingside,kingside,24.0,resignation,C42,Petrov's Defense: Classical Attack,C,109,25.94,63.78,0.0,7.0,2.0,3.0,1125.0,1249.0,3.0,282.95,116,2603.0,Master,Master,-37.84,1.0,2,kaggle_pgn,True
13723,2037,2164,1-0,65,1.0,1.0,kingside,kingside,25.0,resignation,B01,"Scandinavian Defense: Main Line, Mieses Variation",B,131,12.79,32.84,0.0,2.0,0.0,4.0,536.0,756.0,26.0,182.31,-127,2100.0,Expert,Expert,-20.05,1.0,2,kaggle_pgn,True
13724,2349,2366,0-1,48,1.0,0.0,queenside,none,25.0,resignation,B07,Pirc Defense: Byrne Variation,B,96,38.79,13.42,2.0,0.0,3.0,0.0,-445.0,93.0,-445.0,126.67,-17,2358.0,Expert,Expert,25.37,0.0,0,kaggle_pgn,True
13725,2278,2325,1/2-1/2,43,1.0,1.0,kingside,kingside,17.0,draw,C00,French Defense: King's Indian Attack,C,87,19.6,19.16,0.0,1.0,2.0,1.0,0.0,123.0,-128.0,69.03,-47,2302.0,Expert,Expert,0.44,,1,kaggle_pgn,True
13726,2325,2248,1/2-1/2,17,1.0,1.0,queenside,kingside,7.0,draw,B33,Sicilian Defense: Open,B,35,15.38,14.25,0.0,0.0,0.0,0.0,-13.0,64.0,-17.0,18.9,77,2286.0,Expert,Expert,1.13,,1,kaggle_pgn,True
13727,1893,2453,0-1,42,1.0,1.0,kingside,kingside,13.0,resignation,B06,Modern Defense: Standard Defense,B,84,101.65,50.19,4.0,1.0,5.0,1.0,-1168.0,91.0,-1850.0,360.07,-560,2173.0,Advanced,Expert,51.46,0.0,0,kaggle_pgn,True
13728,2600,2359,1-0,34,1.0,1.0,kingside,kingside,14.0,resignation,E70,King's Indian Defense: Normal Variation,E,69,26.93,165.76,1.0,4.0,0.0,1.0,5407.0,5407.0,-29.0,778.01,241,2480.0,Master,Expert,-138.83,1.0,2,kaggle_pgn,True
13729,2104,2332,0-1,50,1.0,1.0,kingside,kingside,22.0,resignation,B21,"Sicilian Defense: McDonnell Attack, Tal Gambit",B,100,314.18,34.67,2.0,1.0,5.0,0.0,-10386.0,64.0,-10386.0,1817.75,-228,2218.0,Expert,Expert,279.51,0.0,0,kaggle_pgn,True
13730,2564,2505,1/2-1/2,15,1.0,1.0,kingside,kingside,4.0,draw,D15,Slav Defense: Chebanenko Variation,D,31,10.64,14.2,0.0,0.0,0.0,0.0,1.0,63.0,-6.0,18.84,59,2534.0,Master,Master,-3.56,,1,kaggle_pgn,True
13731,2174,2235,1/2-1/2,14,1.0,1.0,kingside,kingside,2.0,draw,B54,"Sicilian Defense: Modern Variations, Main Line",B,29,10.75,6.2,0.0,0.0,0.0,0.0,-12.0,64.0,-12.0,15.14,-61,2204.0,Expert,Expert,4.55,,1,kaggle_pgn,True
13732,2213,1994,1/2-1/2,43,1.0,1.0,kingside,kingside,18.0,draw,A45,Indian Defense: Accelerated London System,A,87,28.91,29.11,2.0,1.0,2.0,3.0,-56.0,194.0,-139.0,44.15,219,2104.0,Expert,Advanced,-0.2,,1,kaggle_pgn,True
13733,1640,1598,1-0,64,1.0,1.0,kingside,kingside,22.0,resignation,C01,French Defense: Exchange Variation,C,129,16.19,55.77,0.0,5.0,2.0,4.0,1892.0,1892.0,7.0,328.08,42,1619.0,Advanced,Advanced,-39.58,1.0,2,kaggle_pgn,True
13734,2449,2140,1/2-1/2,47,1.0,1.0,kingside,kingside,20.0,draw,C11,"French Defense: Classical Variation, Steinitz Variation",C,94,22.0,29.75,1.0,2.0,1.0,0.0,0.0,46.0,-177.0,40.3,309,2294.0,Expert,Expert,-7.75,,1,kaggle_pgn,True
13735,1634,1781,1/2-1/2,54,1.0,1.0,kingside,queenside,24.0,draw,C25,Vienna Game: Max Lange Defense,C,108,18.3,30.57,0.0,2.0,3.0,4.0,0.0,131.0,-143.0,50.61,-147,1708.0,Advanced,Advanced,-12.27,,1,kaggle_pgn,True
13736,2300,2528,0-1,51,1.0,1.0,kingside,queenside,16.0,resignation,A13,English Opening: Agincourt Defense,A,102,592.87,565.53,9.0,3.0,1.0,3.0,-1277.0,88.0,-10910.0,1987.16,-228,2414.0,Expert,Master,27.34,0.0,0,kaggle_pgn,True
13737,2196,2039,1-0,39,1.0,1.0,kingside,kingside,13.0,resignation,E81,"King's Indian Defense: Sämisch Variation, Normal Defense",E,79,40.59,60.79,2.0,3.0,0.0,2.0,353.0,654.0,-64.0,181.71,157,2118.0,Expert,Expert,-20.2,1.0,2,kaggle_pgn,True
13738,1716,2306,0-1,19,1.0,0.0,kingside,none,6.0,resignation,B23,Sicilian Defense: Closed,B,38,56.55,11.33,2.0,0.0,0.0,0.0,-445.0,65.0,-460.0,122.2,-590,2011.0,Advanced,Expert,45.22,0.0,0,kaggle_pgn,True
13739,1795,1933,0-1,52,1.0,1.0,kingside,kingside,20.0,resignation,D10,Slav Defense: Exchange Variation,D,104,50.97,41.5,6.0,2.0,2.0,2.0,-861.0,56.0,-1012.0,264.59,-138,1864.0,Advanced,Advanced,9.47,0.0,0,kaggle_pgn,True
13740,1872,1735,1-0,52,1.0,1.0,queenside,kingside,23.0,resignation,A45,Trompowsky Attack,A,105,26.83,392.32,1.0,5.0,2.0,4.0,10478.0,10478.0,-113.0,1460.51,137,1804.0,Advanced,Advanced,-365.49,1.0,2,kaggle_pgn,True
13741,2223,2018,1/2-1/2,56,1.0,1.0,kingside,kingside,21.0,draw,A40,Queen's Pawn Game: Modern Defense,A,113,31.56,33.96,2.0,2.0,2.0,3.0,0.0,289.0,0.0,77.22,205,2120.0,Expert,Expert,-2.4,,1,kaggle_pgn,True
13742,1654,1919,0-1,34,1.0,1.0,kingside,kingside,18.0,resignation,D80,Grünfeld Defense,D,68,50.74,46.42,2.0,1.0,3.0,1.0,-506.0,255.0,-506.0,146.89,-265,1786.0,Advanced,Advanced,4.32,0.0,0,kaggle_pgn,True
13743,1907,2327,0-1,42,1.0,1.0,kingside,kingside,25.0,resignation,B43,"Sicilian Defense: Kan Variation, Knight Variation",B,84,35.07,22.31,4.0,1.0,1.0,0.0,-315.0,66.0,-362.0,97.67,-420,2117.0,Advanced,Expert,12.76,0.0,0,kaggle_pgn,True
13744,2234,2107,1/2-1/2,52,1.0,1.0,kingside,kingside,15.0,draw,B40,"Sicilian Defense: French Variation, Normal",B,104,21.17,23.38,1.0,2.0,1.0,0.0,0.0,137.0,-117.0,42.11,127,2170.0,Expert,Expert,-2.21,,1,kaggle_pgn,True
13745,2271,2102,1-0,75,1.0,1.0,kingside,kingside,20.0,resignation,D02,Queen's Pawn Game: Symmetrical Variation,D,151,22.86,65.5,1.0,5.0,1.0,3.0,522.0,1829.0,10.0,241.07,169,2186.0,Expert,Expert,-42.64,1.0,2,kaggle_pgn,True
13746,1417,1307,1-0,20,1.0,0.0,kingside,none,12.0,resignation,B40,"Sicilian Defense: French Variation, Westerinen Attack",B,41,26.44,140.22,0.0,2.0,2.0,3.0,1047.0,1083.0,-19.0,337.61,110,1362.0,Intermediate,Intermediate,-113.78,1.0,2,kaggle_pgn,True
13747,2322,2223,0-1,40,1.0,1.0,kingside,queenside,18.0,resignation,B01,Scandinavian Defense: Icelandic-Palme Gambit,B,80,323.3,487.45,6.0,1.0,1.0,0.0,-1865.0,63.0,-6207.0,1508.08,99,2272.0,Expert,Expert,-164.15,0.0,0,kaggle_pgn,True
13748,2538,2529,1-0,9,0.0,0.0,none,none,2.0,resignation,E21,Nimzo-Indian Defense: Three Knights Variation,E,19,28.67,80.0,0.0,1.0,0.0,0.0,167.0,179.0,-45.0,80.2,9,2534.0,Master,Master,-51.33,1.0,2,kaggle_pgn,True
13749,1798,1646,0-1,31,1.0,1.0,kingside,kingside,13.0,resignation,D31,Queen's Gambit Declined: Charousek Variation,D,62,135.53,31.64,2.0,2.0,2.0,0.0,-5219.0,60.0,-5219.0,766.96,152,1722.0,Advanced,Advanced,103.89,0.0,0,kaggle_pgn,True
13750,2325,2117,1-0,23,1.0,1.0,kingside,kingside,12.0,resignation,C63,"Ruy Lopez: Schliemann Defense, Tartakower Variation",C,47,19.43,47.64,0.0,1.0,0.0,4.0,447.0,462.0,14.0,111.54,208,2221.0,Expert,Expert,-28.21,1.0,2,kaggle_pgn,True
13751,1732,2222,0-1,50,1.0,1.0,kingside,kingside,22.0,resignation,B01,Scandinavian Defense: Gubinsky-Melts Defense,B,100,177.55,10.47,7.0,0.0,4.0,0.0,-5095.0,86.0,-5095.0,905.23,-490,1977.0,Advanced,Expert,167.08,0.0,0,kaggle_pgn,True
13752,2618,2503,0-1,61,0.0,1.0,none,kingside,22.0,resignation,D96,Grünfeld Defense: Russian Variation,D,123,161.0,24.85,3.0,1.0,5.0,1.0,-5203.0,155.0,-5203.0,504.05,115,2560.0,Master,Master,136.15,0.0,0,kaggle_pgn,True
13753,2526,1987,1-0,19,1.0,1.0,queenside,kingside,5.0,resignation,E70,King's Indian Defense: Normal Variation,E,39,21.6,75.25,0.0,2.0,0.0,5.0,850.0,850.0,12.0,252.55,539,2256.0,Master,Advanced,-53.65,1.0,2,kaggle_pgn,True
13754,2549,2549,0-1,37,1.0,1.0,kingside,kingside,16.0,resignation,C78,Ruy Lopez: Morphy Defense,C,74,40.18,18.79,4.0,0.0,2.0,1.0,-533.0,100.0,-533.0,163.69,0,2549.0,Master,Master,21.39,0.0,0,kaggle_pgn,True
13755,1993,2268,0-1,29,1.0,1.0,kingside,kingside,18.0,resignation,D30,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",D,59,11.56,7.06,0.0,0.0,0.0,0.0,-25.0,56.0,-31.0,18.58,-275,2130.0,Advanced,Expert,4.5,0.0,0,kaggle_pgn,True
13756,2166,2229,0-1,25,1.0,1.0,queenside,kingside,11.0,resignation,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",B,50,44.47,27.57,2.0,0.0,1.0,2.0,-334.0,64.0,-478.0,137.12,-63,2198.0,Expert,Expert,16.9,0.0,0,kaggle_pgn,True
13757,2213,2480,0-1,53,1.0,1.0,kingside,kingside,16.0,resignation,C80,Ruy Lopez: Open,C,106,40.39,24.47,3.0,0.0,6.0,1.0,-628.0,80.0,-628.0,163.5,-267,2346.0,Expert,Expert,15.92,0.0,0,kaggle_pgn,True
13758,1882,2082,1/2-1/2,29,1.0,1.0,kingside,kingside,8.0,draw,A04,Zukertort Opening: Black Mustang Defense,A,58,18.46,15.88,0.0,0.0,1.0,0.0,45.0,45.0,-95.0,32.25,-200,1982.0,Advanced,Expert,2.58,,1,kaggle_pgn,True
13759,2369,2480,1/2-1/2,54,1.0,1.0,kingside,kingside,23.0,draw,B80,Sicilian Defense: Scheveningen Variation,B,109,18.19,14.7,0.0,0.0,2.0,0.0,0.0,76.0,-104.0,33.76,-111,2424.0,Expert,Expert,3.49,,1,kaggle_pgn,True
13760,2554,2653,1/2-1/2,59,1.0,1.0,kingside,queenside,22.0,draw,C58,"Italian Game: Two Knights Defense, Polerio Defense",C,118,29.24,93.29,2.0,10.0,2.0,2.0,1100.0,1100.0,-32.0,138.4,-99,2604.0,Master,Master,-64.05,,1,kaggle_pgn,True
13761,2085,2392,0-1,37,1.0,1.0,queenside,kingside,8.0,resignation,A05,Zukertort Opening,A,74,48.76,30.83,2.0,1.0,1.0,0.0,-888.0,96.0,-888.0,265.99,-307,2238.0,Expert,Expert,17.93,0.0,0,kaggle_pgn,True
13762,1926,1967,1-0,36,1.0,1.0,kingside,kingside,14.0,resignation,D02,Queen's Pawn Game: London System,D,73,18.92,76.43,0.0,1.0,0.0,3.0,1919.0,1919.0,-3.0,274.41,-41,1946.0,Advanced,Advanced,-57.51,1.0,2,kaggle_pgn,True
13763,2492,2134,1-0,20,0.0,0.0,none,none,13.0,resignation,B12,"Caro-Kann Defense: Advance Variation, Tal Variation",B,41,19.22,28.78,0.0,1.0,1.0,0.0,194.0,195.0,11.0,66.91,358,2313.0,Expert,Expert,-9.56,1.0,2,kaggle_pgn,True
13764,2490,2583,1-0,44,0.0,1.0,none,kingside,20.0,resignation,D00,Queen's Pawn Game: Accelerated London System,D,89,30.5,69.92,2.0,4.0,0.0,4.0,612.0,647.0,0.0,144.93,-93,2536.0,Expert,Master,-39.42,1.0,2,kaggle_pgn,True
13765,2744,2712,1/2-1/2,38,1.0,0.0,queenside,none,17.0,draw,B47,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",B,77,10.44,11.0,0.0,0.0,0.0,0.0,0.0,75.0,-6.0,16.9,32,2728.0,Master,Master,-0.56,,1,kaggle_pgn,True
13766,2604,2717,1/2-1/2,30,1.0,1.0,kingside,kingside,14.0,draw,D10,Slav Defense,D,60,7.13,10.22,0.0,0.0,0.0,0.0,0.0,57.0,-11.0,15.37,-113,2660.0,Master,Master,-3.09,,1,kaggle_pgn,True
13767,2197,2396,0-1,31,1.0,1.0,kingside,kingside,15.0,resignation,C51,"Italian Game: Evans Gambit, Anderssen Variation",C,62,25.0,20.23,1.0,0.0,1.0,0.0,-357.0,53.0,-358.0,92.56,-199,2296.0,Expert,Expert,4.77,0.0,0,kaggle_pgn,True
13768,2154,2440,0-1,33,1.0,1.0,kingside,kingside,12.0,resignation,B00,Pirc Defense,B,66,551.91,223.77,3.0,2.0,4.0,3.0,-3439.0,134.0,-11922.0,1736.93,-286,2297.0,Expert,Expert,328.14,0.0,0,kaggle_pgn,True
13769,2020,2257,1-0,59,0.0,0.0,none,none,23.0,resignation,B06,Modern Defense: Three Pawns Attack,B,119,50.76,183.91,3.0,10.0,6.0,6.0,1343.0,4848.0,-63.0,539.1,-237,2138.0,Expert,Expert,-133.15,1.0,2,kaggle_pgn,True
13770,2040,2118,0-1,24,1.0,1.0,kingside,queenside,16.0,resignation,A83,"Dutch Defense: Staunton Gambit, Chigorin Variation",A,48,60.36,18.91,2.0,0.0,3.0,1.0,-281.0,70.0,-281.0,76.36,-78,2079.0,Expert,Expert,41.45,0.0,0,kaggle_pgn,True
13771,2267,2440,1/2-1/2,21,1.0,1.0,kingside,kingside,4.0,draw,C41,Philidor Defense: Exchange Variation,C,43,14.2,16.33,0.0,0.0,0.0,0.0,0.0,90.0,0.0,19.39,-173,2354.0,Expert,Expert,-2.13,,1,kaggle_pgn,True
13772,2491,2291,1-0,101,1.0,1.0,kingside,kingside,25.0,resignation,B41,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",B,203,26.39,38.04,2.0,3.0,3.0,6.0,503.0,503.0,-61.0,72.23,200,2391.0,Expert,Expert,-11.65,1.0,2,kaggle_pgn,True
13773,2195,2026,1/2-1/2,51,1.0,1.0,kingside,kingside,23.0,draw,A04,Zukertort Opening: Kingside Fianchetto,A,102,44.5,32.05,3.0,2.0,3.0,2.0,-90.0,243.0,-507.0,114.97,169,2110.0,Expert,Expert,12.45,,1,kaggle_pgn,True
13774,2001,1883,1-0,39,0.0,1.0,none,kingside,21.0,resignation,D02,Queen's Pawn Game: Symmetrical Variation,D,79,22.5,63.58,1.0,3.0,0.0,4.0,996.0,1441.0,-12.0,304.28,118,1942.0,Expert,Advanced,-41.08,1.0,2,kaggle_pgn,True
13775,2259,2410,1-0,49,1.0,1.0,kingside,kingside,23.0,resignation,A00,Hungarian Opening: Indian Defense,A,99,16.9,46.85,0.0,2.0,0.0,2.0,1054.0,1054.0,-44.0,228.04,-151,2334.0,Expert,Expert,-29.95,1.0,2,kaggle_pgn,True
13776,2311,2185,1/2-1/2,56,1.0,1.0,kingside,kingside,21.0,draw,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",E,112,22.77,44.74,1.0,3.0,3.0,1.0,-37.0,429.0,-160.0,66.04,126,2248.0,Expert,Expert,-21.97,,1,kaggle_pgn,True
13777,2275,1928,1/2-1/2,31,1.0,1.0,kingside,kingside,3.0,draw,C24,Bishop's Opening: Berlin Defense,C,62,28.14,26.42,1.0,1.0,4.0,0.0,0.0,45.0,-305.0,69.75,347,2102.0,Expert,Advanced,1.72,,1,kaggle_pgn,True
13778,2081,1924,1-0,40,1.0,1.0,kingside,kingside,18.0,resignation,D01,Richter-Veresov Attack,D,81,49.38,56.37,2.0,4.0,2.0,1.0,440.0,555.0,-305.0,191.77,157,2002.0,Expert,Advanced,-6.99,1.0,2,kaggle_pgn,True
13779,2559,2546,1-0,52,1.0,1.0,kingside,kingside,21.0,resignation,E60,King's Indian Defense: Fianchetto Variation,E,104,12.26,17.15,0.0,0.0,0.0,2.0,257.0,289.0,6.0,76.93,13,2552.0,Master,Master,-4.89,1.0,2,kaggle_pgn,True
13780,2056,2420,0-1,20,1.0,1.0,kingside,kingside,10.0,resignation,A20,English Opening: King's English Variation,A,40,254.25,51.17,1.0,1.0,0.0,0.0,-620.0,45.0,-1942.0,379.64,-364,2238.0,Expert,Expert,203.08,0.0,0,kaggle_pgn,True
13781,2468,2506,1/2-1/2,9,1.0,1.0,kingside,kingside,2.0,draw,A41,Wade Defense,A,19,15.25,17.33,0.0,0.0,0.0,0.0,43.0,91.0,18.0,19.46,-38,2487.0,Expert,Master,-2.08,,1,kaggle_pgn,True
13782,2525,2420,0-1,90,1.0,1.0,kingside,kingside,28.0,resignation,A05,Zukertort Opening,A,180,274.42,216.05,6.0,7.0,7.0,2.0,-5068.0,18.0,-12348.0,1470.79,105,2472.0,Master,Expert,58.37,0.0,0,kaggle_pgn,True
13783,2434,2523,1/2-1/2,6,0.0,0.0,none,none,0.0,draw,D45,Semi-Slav Defense: Normal Variation,D,13,6.75,12.5,0.0,0.0,0.0,0.0,25.0,38.0,9.0,8.63,-89,2478.0,Expert,Master,-5.75,,1,kaggle_pgn,True
13784,2433,2131,0-1,40,1.0,1.0,kingside,kingside,17.0,resignation,B04,"Alekhine Defense: Modern Variation, Larsen Variation",B,81,27.12,23.62,1.0,1.0,2.0,1.0,-177.0,71.0,-422.0,108.34,302,2282.0,Expert,Expert,3.5,0.0,0,kaggle_pgn,True
13785,2499,2569,1/2-1/2,30,1.0,1.0,kingside,kingside,11.0,draw,A46,Indian Defense: Knights Variation,A,60,24.27,28.27,0.0,0.0,2.0,2.0,0.0,22.0,-156.0,53.33,-70,2534.0,Expert,Master,-4.0,,1,kaggle_pgn,True
13786,2437,2620,1/2-1/2,17,1.0,1.0,kingside,kingside,6.0,draw,C47,Four Knights Game: Scotch Variation Accepted,C,34,9.78,5.86,0.0,0.0,0.0,0.0,2.0,44.0,-23.0,14.27,-183,2528.0,Expert,Master,3.92,,1,kaggle_pgn,True
13787,2455,2278,1-0,50,1.0,1.0,kingside,kingside,23.0,resignation,C00,French Defense: King's Indian Attack,C,101,13.96,25.0,0.0,1.0,0.0,1.0,168.0,191.0,-29.0,49.97,177,2366.0,Expert,Expert,-11.04,1.0,2,kaggle_pgn,True
13788,2433,2242,1/2-1/2,33,0.0,0.0,none,none,16.0,draw,A11,English Opening: Caro-Kann Defensive System,A,66,12.38,8.2,0.0,0.0,0.0,0.0,31.0,42.0,-10.0,11.72,191,2338.0,Expert,Expert,4.18,,1,kaggle_pgn,True
13789,2109,2058,0-1,26,1.0,0.0,queenside,none,6.0,resignation,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",B,52,65.71,17.64,3.0,0.0,1.0,0.0,-615.0,67.0,-657.0,220.38,51,2084.0,Expert,Expert,48.07,0.0,0,kaggle_pgn,True
13790,2190,2403,1/2-1/2,12,1.0,1.0,kingside,kingside,4.0,draw,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,B,24,18.2,17.5,0.0,0.0,1.0,0.0,28.0,110.0,4.0,23.2,-213,2296.0,Expert,Expert,0.7,,1,kaggle_pgn,True
13791,1904,2040,0-1,32,1.0,1.0,kingside,kingside,13.0,resignation,E73,"King's Indian Defense: Normal Variation, Standard Development",E,64,22.4,38.15,1.0,2.0,2.0,0.0,-113.0,200.0,-122.0,62.38,-136,1972.0,Advanced,Expert,-15.75,0.0,0,kaggle_pgn,True
13792,2399,2245,1-0,54,1.0,1.0,kingside,kingside,16.0,resignation,A46,Indian Defense: Knights Variation,A,109,18.27,56.3,1.0,3.0,0.0,2.0,1068.0,1215.0,8.0,216.31,154,2322.0,Expert,Expert,-38.03,1.0,2,kaggle_pgn,True
13793,2018,2301,0-1,41,1.0,1.0,kingside,kingside,12.0,resignation,C45,Scotch Game: Classical Variation,C,82,22.65,20.08,0.0,0.0,3.0,0.0,-220.0,44.0,-220.0,56.47,-283,2160.0,Expert,Expert,2.57,0.0,0,kaggle_pgn,True
13794,2117,1797,1-0,29,1.0,1.0,kingside,kingside,7.0,resignation,A48,London System,A,59,22.38,24.33,0.0,1.0,2.0,0.0,147.0,229.0,8.0,71.89,320,1957.0,Expert,Advanced,-1.95,1.0,2,kaggle_pgn,True
13795,2023,2337,0-1,29,1.0,1.0,queenside,kingside,14.0,resignation,B90,Sicilian Defense: Najdorf Variation,B,58,37.62,27.38,2.0,0.0,2.0,1.0,-196.0,69.0,-226.0,78.28,-314,2180.0,Expert,Expert,10.24,0.0,0,kaggle_pgn,True
13796,2195,1955,1/2-1/2,17,1.0,1.0,kingside,kingside,10.0,draw,C49,"Four Knights Game: Spanish Variation, Double Spanish",C,35,17.45,19.86,0.0,0.0,1.0,1.0,-37.0,68.0,-37.0,23.47,240,2075.0,Expert,Advanced,-2.41,,1,kaggle_pgn,True
13797,2531,2336,1/2-1/2,111,1.0,0.0,kingside,none,27.0,draw,A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",A,223,15.51,15.65,1.0,0.0,4.0,4.0,-61.0,75.0,-165.0,46.35,195,2434.0,Master,Expert,-0.14,,1,kaggle_pgn,True
13798,2307,2303,1/2-1/2,47,0.0,0.0,none,none,23.0,draw,C58,"Italian Game: Two Knights Defense, Polerio Defense",C,94,58.0,50.22,3.0,3.0,5.0,3.0,-123.0,45.0,-847.0,157.48,4,2305.0,Expert,Expert,7.78,,1,kaggle_pgn,True
13799,2116,2292,0-1,31,1.0,1.0,kingside,kingside,14.0,resignation,B40,Sicilian Defense: Kramnik Variation,B,62,51.74,41.23,2.0,2.0,2.0,1.0,-425.0,64.0,-663.0,187.18,-176,2204.0,Expert,Expert,10.51,0.0,0,kaggle_pgn,True
13800,2164,1908,1-0,31,1.0,1.0,kingside,kingside,12.0,resignation,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B,63,11.5,20.47,0.0,0.0,0.0,2.0,247.0,247.0,-5.0,53.28,256,2036.0,Expert,Advanced,-8.97,1.0,2,kaggle_pgn,True
