game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
12815,TRUE,62,Resign,Black,10+0,yatishseeni,1942,fichess,1942,d4 e6 e4 d5 e5 c5 Nf3 Nc6 c3 Qb6 Bd3 Bd7 O-O cxd4 cxd4 Nxd4 Nc3 Nxf3+ Qxf3 Bc6 Rb1 d4 Ne4 Be7 Qg3 Bf8 f4 Nh6 Qg5 Nf5 Bd2 Be7 Qg4 h5 Qe2 Rd8 a3 Ne3 Rfc1 h4 h3 f5 exf6 gxf6 Qe1 Rg8 Bxe3 dxe3 Kh2 Rxd3 Qxh4 Rxg2+ Kxg2 Bxe4+ Kg3 e2+ Kh2 Kd7 Qe1 Qe3 Rc3 Qxh3+,C02,11,French Defense: Advance Variation |  Milner-Barry Gambit,French Defense,,Advance Variation
12816,FALSE,51,Mate,White,10+0,fichess,1942,chadez,1500,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Bf5 Nf3 e6 Bd3 Bxd3 Qxd3 Bb4 Bf4 Nc6 O-O-O Bxc3 Qxc3 Qb8 Rhe1 Nge7 d5 exd5 Rxd5 O-O Rd7 Qd8 Rxd8 Raxd8 Bxc7 Rd7 Be5 Rfd8 Bxg7 Nd5 Qd2 Ndb4 Qg5 Nxa2+ Kb1 Rd1+ Rxd1 Rxd1+ Kxa2 Nb4+ Kb3 Nxc2 Bh6+ Kh8 Qg7#,B01,4,Scandinavian Defense: Mieses-Kotroc Variation,Scandinavian Defense,,Mieses-Kotroc Variation
12817,FALSE,17,Resign,White,15+8,fichess,1942,bilel16,1500,e4 e6 d4 d5 Nd2 c5 c3 cxd4 cxd4 Bb4 exd5 exd5 Qa4+ Nc6 Bb5 a5 Bxc6+,C07,7,French Defense: Tarrasch Variation |  Open System |  Suechting Line,French Defense,,Tarrasch Variation
12818,TRUE,69,Resign,White,10+0,fichess,1929,cheini,1983,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Bd2 c6 Nf3 Bg4 h3 Bh5 g4 Bg6 Bc4 e6 Ne5 Qc7 h4 Bd6 h5 Bxe5 hxg6 Bxd4 gxf7+ Kxf7 Qe2 Qe5 Qxe5 Bxe5 g5 Bxc3 Bxc3 Ne4 g6+ Kxg6 Bd3 Nd7 Bxe4+ Kf7 O-O-O Nf6 Bxf6 Kxf6 Rd7 Rab8 Rxh7 Rxh7 Bxh7 g6 Kd2 Rh8 Ke3 Rb8 Ke4 e5 Rd6+ Kg7 Bxg6 Rf8 Bf5 Rh8 Kxe5 Rh2 f4 Re2+ Be4,B01,8,Scandinavian Defense: Main Line |  Mieses Variation,Scandinavian Defense,,Main Line
12819,TRUE,44,Mate,Black,10+0,fury92,1876,fichess,1919,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Bd3 Bg7 O-O O-O Bf4 Nbd7 Re1 b6 e5 Nh5 Bd2 Nxe5 Be2 Nf6 f4 Neg4 Bf3 Bd7 Bxa8 Qxa8 Rxe7 Nd5 Rxd7 Bxd4+ Kf1 Nxh2+ Ke1 Nxc3 bxc3 Re8+ Be3 Qxg2 Qd2 Qf1#,B70,10,Sicilian Defense: Dragon Variation,Sicilian Defense,,Dragon Variation
12820,TRUE,32,Draw,Draw,10+0,saravananshanmugam,1700,fichess,1925,d4 g6 Nf3 Bg7 Bf4 d6 e3 Nf6 Bd3 O-O O-O Nc6 e4 Nd7 c3 f5 exf5 gxf5 Qc2 e5 dxe5 dxe5 Bg5 Qe8 Bxf5 Nc5 Bxh7+ Kh8 Nh4 e4 Bg6 Qe5,A40,2,Modern Defense,Modern Defense,,
12821,TRUE,137,Draw,Draw,10+0,magnussen1,1773,fichess,1930,e4 b6 f4 Bb7 d3 d6 Nc3 g6 Be3 e6 Qd2 Bg7 g3 Ne7 Bg2 Nd7 Nge2 O-O h4 h5 Bf3 c5 g4 hxg4 Bxg4 Nf6 Bf3 d5 e5 Nh5 Bxh5 gxh5 d4 c4 Rg1 Ng6 O-O-O a6 Ng3 Qxh4 Qf2 f5 Qf3 Kf7 Nxh5 Rh8 Nxg7 Kxg7 Rg2 b5 Rdg1 Rh6 Bf2 Qe7 Rg5 b4 Ne2 a5 Bg3 a4 Bh4 Qe8 Qg3 b3 a3 bxc2 Rxg6+ Rxg6 Bf6+ Kf8 Qxg6 Qxg6 Rxg6 Ba6 Nc3 Ra7 Kxc2 Rh7 Kd2 Rh2+ Ne2 c3+ Kxc3 Rxe2 Bd8 Re3+ Kb4 Re4 Kc5 Rxf4 Kd6 Bc8 Be7+ Kf7 Rf6+ Kg7 Rf8 Ba6 Kxe6 Rxd4 Rxf5 Be2 Rg5+ Kh6 Rg1 Rd2 Kd6 d4 e6 d3 Bf8+ Kh7 e7 Bh5 Rh1 Re2 Kd7 d2 Rd1 Rxe7+ Bxe7 Bxd1 Bg5 Bb3 Bxd2 Bd1 Kd6 Kg6 Kc5 Kf5 Kb4 Ke4 Bc3 Kd3 b3 Bxb3 Ba1,B00,2,Owen Defense,Owen Defense,,
12822,TRUE,53,Resign,White,10+0,fichess,1925,eliasw,1696,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 d3 Bb6 c3 O-O Bb3 d6 h3 h6 Re1 a5 a4 Be6 Nbd2 Rc8 Nf1 Ne7 Ng3 Ng6 Nf5 Bxb3 Qxb3 Nf4 Bxf4 exf4 N3h4 g6 Nxg6 Kh7 Nxf8+ Qxf8 Qd1 Qg8 Qf3 Qg5 e5 Nh5 Nd4 dxe5 Nb5 Rg8 Re2 f5 Rae1 Ng3 Rxe5,C55,6,Italian Game: Two Knights Defense,Italian Game,,Two Knights Defense
12823,TRUE,53,Draw,Draw,10+0,fichess,1930,zavator,1762,e4 e6 d4 d5 Nd2 dxe4 Nxe4 Be7 Nf3 Nf6 Bd3 b6 Bg5 Nbd7 O-O Bb7 Nxf6+ Nxf6 Bxf6 Bxf6 c3 O-O Bc2 c5 Qd3 g6 h3 cxd4 cxd4 Bxf3 Qxf3 Bxd4 Rad1 e5 Rfe1 Qc7 Be4 Rad8 b3 Qc5 Rc1 Qa3 Rc7 Qxa2 Rf1 a5 Bd5 Rxd5 Qxd5 a4 Ra7 Qxb3 Qxb3,C03,5,French Defense: Tarrasch Variation,French Defense,,Tarrasch Variation
12824,TRUE,124,Mate,Black,10+0,wwwserg,1864,fichess,1921,e4 e6 e5 b6 d4 Nc6 c3 Bb7 Be2 Nge7 Bf3 Ng6 Be3 Be7 Nd2 O-O g3 Na5 h4 Re8 h5 Nf8 g4 Bg5 Qe2 Nc6 h6 g6 Be4 Na5 Bxb7 Nxb7 f4 Be7 f5 Bg5 fxg6 Bxe3 Qxe3 Nxg6 g5 d6 Nh3 dxe5 Rf1 exd4 Qf3 Nd6 Ne4 Ne5 Qf6 Qxf6 Nxf6+ Kh8 Nxe8 Rxe8 cxd4 Nd3+ Kd2 Nxb2 Kc3 Nbc4 Nf2 Ne3 Rfe1 Nd5+ Kd3 Rg8 Re5 f6 Rxe6 Nf4+ Ke3 Nxe6 gxf6 Rg3+ Kd2 Nc4+ Kc2 Nxd4+ Kc1 Rg1+ Nd1 Kg8 a4 Nb3+ Kc2 Nxa1+ Kc3 Rxd1 Kxc4 Kf7 Kb5 Kxf6 Kc6 Kg6 Kxc7 Kxh6 Kb7 Kg5 Kxa7 Rd3 Kxb6 Ra3 a5 h5 a6 h4 Kb7 h3 a7 h2 a8=Q h1=Q+ Kc7 Qxa8 Kd6 Ra5 Kc7 Ra6 Kd7 Qb7+ Ke8 Ra8#,C00,3,French Defense: Steinitz Attack,French Defense,,Steinitz Attack
12825,TRUE,24,Out of Time,Black,10+0,fichess,1930,kramnik1993,1988,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 Bd3 O-O O-O Nc6 Nf3 Bxc3 bxc3 e5 c4 d6 h3 h6 Ba3 Qc7,B40,10,Sicilian Defense: Pin Variation,Sicilian Defense,,Pin Variation
12826,TRUE,83,Resign,White,5+5,saabba,2109,fichess,1936,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 Nc6 O-O e5 d5 Ne7 Ne1 Ne8 Be3 f5 f3 f4 Bf2 g5 c5 Ng6 cxd6 cxd6 Rc1 h5 Nb5 Rf7 Nxa7 g4 Nxc8 gxf3 Nxf3 Rxc8 Qb3 Rxc1 Rxc1 Nf6 Nd2 Ng4 Qc2 Nxf2 Qc8 Qxc8 Rxc8+ Kh7 Kxf2 h4 Bh5 Kh6 Bxg6 Kxg6 Nc4 Bf8 Rd8 Rf6 Nb6 Rf7 Rd7 Rxd7 Nxd7 Be7 Nb6 Bd8 Nc4 Bc7 b4 Kg5 b5 b6 a4 Kg4 a5 bxa5 b6 Bb8 Nxa5 h3 Nc6,E98,17,King's Indian Defense: Orthodox Variation |  Classical System,King's Indian Defense,,Orthodox Variation
12827,TRUE,80,Resign,Black,10+0,johndamart,1898,fichess,1926,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 h3 O-O Be3 Nc6 Be2 e5 d5 Ne7 Nf3 Ne8 O-O f5 Bg5 f4 b4 h6 Bxe7 Qxe7 Rc1 g5 Nh2 Bf6 Bg4 Rf7 Bxc8 Rxc8 Ng4 Rh7 Nh2 h5 f3 Bh8 Ne2 Nf6 c5 g4 fxg4 hxg4 hxg4 Rxh2 Nxf4 exf4 Kxh2 Qe5 Kg1 Nxe4 Re1 Qd4+ Kh2 Qxd1 Rcxd1 Nf2 Rd2 Bc3 Rxf2 Bxe1 Rxf4 Bc3 Rf5 Re8 cxd6 cxd6 Rg5+ Kf7 Rf5+ Kg6 g3 Bxb4 Kg2 Re2+ Kf3 Rxa2,E71,9,King's Indian Defense: Makogonov Variation,King's Indian Defense,,Makogonov Variation
12828,FALSE,73,Resign,White,30+0,caniche7,1527,rozoti,1608,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Nf6 d3 Bd6 b3 O-O Bb2 Re8 a4 b5 Re1 Bb4 Nbd2 Bc5 Nxe5 Bd4 Bxd4 Qxd4 Nxc6 Qc5 axb5 Ng4 Qe2 Bb7 Qxg4 axb5 Rxa8 Bxa8 Na5 Re6 c4 Rf6 Qc8+ Qf8 Qxc7 h6 cxb5 Kh7 b6 Qb4 Nac4 Rc6 Qd8 Bb7 Qd7 Rxc4 dxc4 Bxe4 Rxe4 Qxb6 Qxf7 Qa5 Re8 Qa1+ Nf1 Qc3 Qf5+ g6 Qf7+ Qg7 Qxg7+ Kxg7 c5 Kf7 Re4,C69,9,Ruy Lopez: Exchange Variation |  Normal Variation,Ruy Lopez,,Exchange Variation
12829,FALSE,34,Mate,Black,30+0,eduandeswardt,1588,caniche7,1527,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 Bc5 Be3 Bb6 Qd2 O-O Nxc6 bxc6 Bxb6 axb6 O-O-O Qe7 f3 b5 a3 b4 Nb1 bxa3 Nxa3 d5 exd5 Nxd5 Bc4 Rxa3 Bxd5 Ra1#,C45,8,Scotch Game: Schmidt Variation,Scotch Game,,Schmidt Variation
12830,FALSE,42,Resign,Black,30+0,abidazad,1500,caniche7,1527,e4 e5 Qh5 Nc6 Bc4 Qe7 d3 Nd4 Na3 b5 Bxb5 c6 Bc4 d5 exd5 cxd5 Bxd5 Nf6 Bg5 Rb8 Bxf6 Qxf6 c3 Bxa3 cxd4 Bxb2 Rb1 Bc3+ Ke2 Rxb1 Qxe5+ Qxe5+ dxe5 Bxe5 g3 O-O f4 Bd4 Nh3 Rxh1 Bxh1 Bxh3,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,,Wayward Queen Attack
12831,FALSE,58,Mate,Black,30+0,roelee,1548,caniche7,1527,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 Re1 Nd6 Bxc6 bxc6 Nxe5 Be7 Qh5 O-O d4 Bf6 Qg4 Nb5 c3 d6 Qg3 dxe5 dxe5 Re8 Bf4 Nd6 Na3 Nf5 Qf3 Nh4 Qxc6 Bd7 Qb7 Bg5 Bg3 Rb8 Qxa7 Rxb2 e6 Bxe6 Rad1 Rd2 Rb1 Rxa2 Bxc7 Qd5 f3 h6 Bb6 Rf8 Rbd1 Qxf3 gxf3 Nxf3+ Kf1 Bh3#,C67,8,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,Ruy Lopez,,Berlin Defense
12832,FALSE,35,Resign,White,30+0,caniche7,1527,abidazad,1500,e4 e5 Nf3 Bd6 Nc3 c6 d4 exd4 Qxd4 Bf8 Bc4 c5 Qe5+ Qe7 Nd5 Qxe5 Nxe5 Bd6 Bf4 f6 Nf7 Bxf4 Nxh8 Nc6 Nxf4 Ne5 Bxg8 Kf8 Bxh7 d6 Nhg6+ Nxg6 Nxg6+ Kf7 O-O-O,C40,3,King's Knight Opening,King's Knight Opening,,
12833,FALSE,57,Resign,White,10+5,caniche7,1527,andariegofilo,1500,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 d6 O-O Bd7 d4 exd4 Nxd4 Nxd4 Bxd7+ Nxd7 Qxd4 Nf6 e5 c5 Qa4+ Qd7 Re1 Qxa4 exf6+ Kd7 Nxa4 gxf6 c4 Bg7 Rd1 f5 Nxc5+ Kc6 Nd3 Rhe8 Bg5 Re4 Rac1 Rae8 b3 Re2 Nb4+ Kc5 Nd3+ Kc6 Kf1 Rxa2 Nb4+ Kc7 Nxa2 b6 Bf4 Bf8 Rc3 Re4 Bg3,C66,12,Ruy Lopez: Berlin Defense |  Closed Wolf Variation,Ruy Lopez,,Berlin Defense
12834,FALSE,128,Mate,Black,5+8,caniche7,1527,jgjgd,1290,e4 e5 Nf3 d6 d3 a6 Be3 Nc6 c3 h6 b4 Nf6 h3 Be7 a3 O-O c4 b5 c5 dxc5 bxc5 Bb7 d4 exd4 Nxd4 Nxe4 Nxc6 Bxc6 Qxd8 Raxd8 g3 f5 Nd2 a5 Nxe4 Bxe4 Rh2 Ra8 Bxb5 Rab8 a4 c6 Be2 g5 g4 fxg4 hxg4 Kg7 Bd4+ Kg6 Ra3 Rb4 Bc3 Rb1+ Bd1 Bc2 Ra1 Rxa1 Bxa1 Be4 Bd4 Rf4 Be3 Rf8 Kd2 Rb8 Bc2 Bxc2 Kxc2 Rb4 Bd2 Rxa4 f3 Rc4+ Kd3 Rxc5 Kd4 Rd5+ Ke3 Bc5+ Ke2 Bb4 Bxb4 axb4 Ke3 b3 f4 gxf4+ Kxf4 Rd4+ Ke5 Rxg4 Rb2 Rg3 Kd6 Rc3 Ke5 c5 Kd5 c4 Kd4 Rc2 Rxc2 bxc2 Kxc4 c1=Q+ Kd4 h5 Ke4 h4 Kf3 Qg5 Ke4 Qf5+ Ke3 h3 Kd4 h2 Ke3 h1=Q Kd4 Qhe4+ Kc3 Qh3+ Kd2 Qeg2+ Kc1 Qhh1#,C41,4,Philidor Defense #2,Philidor Defense,,#2
12835,FALSE,93,Resign,White,10+2,twinreverb1,1549,caniche7,1527,e4 e5 Nf3 Nc6 c3 Nf6 Qc2 d6 Bb5 Bd7 d4 Ng4 d5 Ne7 Bxd7+ Qxd7 O-O c6 h3 Nf6 Qa4 cxd5 Qxd7+ Nxd7 exd5 Nxd5 Na3 f5 Nb5 e4 Ng5 a6 c4 N7f6 cxd5 axb5 Ne6 Nxd5 Rd1 Ke7 Rxd5 Kxe6 Rxb5 Rb8 Be3 d5 Bf4 Bd6 Rb6 Rbd8 Bxd6 Rxd6 Rxb7 g5 Rc1 h5 Rcc7 Re8 Rh7 h4 Rh6+ Ke5 f4+ gxf4 Rxh4 Ra6 a3 e3 Kf1 Kd4 Ke2 Ke4 Rb4+ Ke5 Rhxf4 Kf6 g4 Re5 gxf5 Rxf5 Rxf5+ Kxf5 Kxe3 Re6+ Kd4 Re5 Rb5 Ke6 a4 Kd6 b4 Kc6 Kxe5,C44,6,Ponziani Opening: Jaenisch Counterattack,Ponziani Opening,,Jaenisch Counterattack
12836,FALSE,61,Resign,White,25+5,shailchess,1500,caniche7,1527,e4 e5 Nf3 Nc6 Nc3 d6 h3 Be6 Bb5 f6 Nh4 a6 Bxc6+ bxc6 Qh5+ Bf7 Qf3 d5 exd5 cxd5 d3 Bb4 O-O d4 Ne4 Bd5 Qh5+ g6 Nxg6 Bf7 Qf3 Bxg6 c3 dxc3 bxc3 Bd6 d4 exd4 Nxd6+ cxd6 Re1+ Ne7 Qxf6 Rf8 Qxd4 Qc7 Bh6 Rf7 Qh8+ Kd7 Qxa8 Qb6 Be3 Qc6 Qa7+ Ke8 Bg5 Be4 Rab1 Nf5 Rb8+,C46,5,Three Knights Opening,Three Knights Opening,,
12837,FALSE,84,Resign,Black,15+5,nojoke,2237,iranmat89,1742,d4 c6 c4 d5 cxd5 cxd5 Nf3 Bg4 Ne5 Bh5 Qb3 b6 e4 Nf6 Bb5+ Nbd7 Bg5 a6 Bc6 Rc8 exd5 Rxc6 dxc6 Nxe5 dxe5 Ng4 e6 fxe6 O-O Qd6 Qg3 Qxc6 Rc1 Qd6 Nc3 Qxg3 hxg3 h6 Bd2 Nf6 Ne2 Bxe2 Re1 Bc4 b3 Bd5 Rac1 g6 Rc8+ Kf7 Rec1 Ne4 Be3 b5 Bd4 Bg7 Rxh8 Bxd4 Rh7+ Bg7 Rc7 b4 Rxg7+ Kxg7 Rxe7+ Kf6 Ra7 Nc5 f3 Bb7 Kf2 Ke5 Ke3 Kd5 g4 e5 g3 Kc6 f4 exf4+ gxf4 Kb6 Rxb7+ Kxb7,D10,5,Slav Defense: Exchange Variation,Slav Defense,,Exchange Variation
12838,TRUE,78,Out of Time,Black,5+8,trabizontsi,2001,iranmat89,1395,e4 c6 d4 d6 Nc3 Nf6 Nf3 Bg4 Bg5 Nfd7 Be2 f6 Bh4 g5 Bg3 Bh5 Nd2 Bg6 Bh5 Bg7 f4 gxf4 Bxf4 Nf8 O-O Nbd7 e5 fxe5 dxe5 Nxe5 Bxe5 Bxe5 Qf3 Qb6+ Kh1 O-O-O Bg4+ Kb8 Nc4 Qc5 Nxe5 dxe5 Qe2 Nd7 Rae1 Rhf8 Bxd7 Rxf1+ Rxf1 Rxd7 Rf8+ Kc7 h3 e4 Nxe4 Qe5 Nc3 Qxe2 Nxe2 Rd2 Nf4 Be4 Ne6+ Kb6 Nf4 Rxc2 Re8 Rf2 Rf8 Rxb2 Kh2 Kc7 Ne6+ Kd6 Nf4 Kd7 Rb8 e5,B07,6,Czech Defense,Czech Defense,,
12839,TRUE,74,Resign,Black,10+2,dstot,1826,cro_chess_fan,1970,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 g6 Bd2 Bg7 Bc3 Nf6 Bd3 O-O Nd2 d6 a3 Be6 h3 Rc8 Ngf3 Na5 O-O Rxc3 bxc3 Nd7 Nd4 Qc8 Rb1 Qxc3 Nxe6 fxe6 a4 b6 Nf3 Nc5 Qd2 Qa3 Qb4 Qxa4 Qxa4 Nxa4 Nd2 Nc5 Nb3 Naxb3 Rxb3 Nxb3 cxb3 d5 b4 a5 bxa5 bxa5 Rb1 a4 Rb6 Bd4 Ra6 Rxf2 Kh2 Ra2 Rxe6 a3 exd5 Rd2 Bc4 a2 Bxa2 Rxa2 Rxe7 Bc5 Rc7 Bd6+,B21,3,Sicilian Defense: Smith-Morra Gambit #2,Sicilian Defense,,Smith-Morra Gambit #2
12840,TRUE,126,Resign,Black,10+8,aliulusoy,1696,cro_chess_fan,1967,Nf3 c5 c3 g6 d4 cxd4 cxd4 Bg7 Bf4 d6 Bg3 Nf6 h3 Nc6 e3 Kf8 a3 Qa5+ Nbd2 Be6 Rc1 Bh6 Be2 Kg7 O-O Rhf8 Nc4 Bxc4 Rxc4 Qd5 Qb3 Na5 Qb4 Nxc4 Bxc4 Qc6 Rc1 d5 Ne5 Qc8 Qxe7 dxc4 Rxc4 Qe6 Qxb7 Rfc8 b3 Ne4 Bh2 Nd6 Qa6 Nxc4 Qxe6 fxe6 bxc4 Kf8 c5 Bg7 c6 Bxe5 Bxe5 Rxc6 Kh2 Ra6 Kg3 Rxa3 Bd6+ Kf7 Bxa3 a5 Kf4 a4 Ke5 Rb8 g4 Rb3 Bc5 a3 Bxa3 Rxa3 h4 Ra2 f4 Re2 e4 Rh2 h5 gxh5 gxh5 Rxh5+ Kd6 Ra5 f5 exf5 exf5 h5 d5 Kf6 Kc6 h4 d6 Ra6+ Kc7 Kxf5 d7 Ra7+ Kc8 h3 d8=Q Ra8+ Kc7 Rxd8 Kxd8 h2 Ke7 h1=Q Kd6 Qe4 Kd7 Qd5+ Kc7 Ke6 Kb6 Kd7 Ka6 Kc7,A04,2,Zukertort Opening: Sicilian Invitation,Zukertort Opening,,Sicilian Invitation
12841,FALSE,72,Resign,Black,10+0,renatojose4,1842,cro_chess_fan,1967,Nf3 c5 e3 g6 d4 cxd4 exd4 Bg7 b3 Nc6 Bb2 d6 g3 Nf6 Bg2 Bg4 O-O O-O h3 Bxf3 Bxf3 Nd7 Re1 Rc8 Na3 Qb6 c3 e5 d5 Ne7 c4 Nc5 Bc1 e4 Bg5 f6 Bxe4 Nxe4 Rxe4 fxg5 Rxe7 Bxa1 Qxa1 Qxf2+ Kh1 Qf1+ Qxf1 Rxf1+ Kg2 Rcf8 h4 g4 Re2 Rc1 Nb5 Rff1 Nxa7 Rg1+ Kf2 Rcf1+ Ke3 Rxg3+ Kd2 Ra1 Re3 Rxa2+ Kd3 Rxe3+ Kxe3 Rxa7 Kf4 h5,A04,2,Zukertort Opening: Sicilian Invitation,Zukertort Opening,,Sicilian Invitation
12842,TRUE,66,Mate,Black,10+0,pigly,1816,cro_chess_fan,1960,d4 d5 Nf3 Nf6 Nc3 e6 Qd3 Nbd7 e4 dxe4 Nxe4 Nxe4 Qxe4 Nf6 Qd3 Be7 c3 O-O Be2 b6 O-O Bb7 Ne5 c5 Bf3 Bxf3 Nxf3 Qc7 Be3 Ng4 h3 Nxe3 fxe3 cxd4 exd4 Rad8 Qe4 Qc8 Rf2 e5 Nxe5 Rde8 Qc2 Bg5 Rf3 f6 Nd3 Re3 Rxe3 Bxe3+ Kh1 Qf5 Qb3+ Kh8 Nb4 Re8 Qd5 Qf2 Qb3 Bf4 c4 Re3 Qd1 Rxh3+ gxh3 Qh2#,D02,4,Queen's Pawn Game: Symmetrical Variation,Queen's Pawn Game,,Symmetrical Variation
12843,TRUE,50,Resign,Black,5+8,butofcourshh,1730,cro_chess_fan,1955,e4 c5 g3 g6 f4 Bg7 Bg2 d6 d3 Nc6 c3 Nf6 Bf3 h5 h3 Bd7 Be3 Qb6 Qc2 O-O-O Nd2 e6 Nc4 Qc7 Ne2 d5 e5 dxc4 exf6 Bxf6 dxc4 e5 Bxc5 exf4 Nxf4 Ne5 Bxb7+ Qxb7 Nd5 Qc6 Bxa7 Nxc4 O-O-O Bg5+ Nf4 Bf5 Rxd8+ Rxd8 Qd1 Rxd1+,B20,3,Sicilian Defense: Lasker-Dunne Attack,Sicilian Defense,,Lasker-Dunne Attack
12844,TRUE,57,Resign,White,10+0,cro_chess_fan,1942,syahrul-lampung-id,1993,e4 e6 d4 d5 Nc3 Nf6 Bd3 c5 dxc5 Bxc5 exd5 exd5 Nf3 h6 O-O O-O Bf4 Nc6 Be5 Bg4 Bxf6 Qxf6 Nxd5 Qxb2 Rb1 Qxa2 Rxb7 Qxd5 Bh7+ Kxh7 Qxd5 Bxf3 Qxf3 Nd4 Qd5 Bb6 Rxb6 Ne2+ Kh1 axb6 Qe4+ f5 Qxe2 Rab8 g3 b5 Rb1 b4 Qc4 Rfc8 Qf4 g6 Rxb4 Ra8 Rb7+ Kg8 Qxh6,C11,7,French Defense: Classical Variation |  Swiss Variation,French Defense,,Classical Variation
12845,TRUE,52,Resign,Black,10+0,cro_chess_fan,1956,artsyd,1864,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 c4 g6 Nxc6 bxc6 Qd4 Nf6 e5 dxe5 Qxd8+ Kxd8 Nc3 Bg7 Be3 Bg4 f3 Bf5 O-O-O+ Kc7 g4 Be6 Bg2 a6 b3 Rad8 Na4 Nd7 Rd2 Rb8 Rhd1 e4 fxe4 Bxg4 Bf3 Be6 Nc5 Nxc5 Bxc5 Bh6 Bxe7 Bxd2+ Rxd2 f5 Bc5 Rbd8,B32,7,Sicilian Defense: Open #3,Sicilian Defense,,Open #3
12846,TRUE,76,Resign,Black,10+0,didierb,1866,cro_chess_fan,1948,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 Nc6 Be3 d6 Bc4 Nf6 O-O Ng4 Qd2 Nxe3 fxe3 O-O Nd5 Ne5 Bb3 e6 Nf4 Qb6 Rad1 Ng4 h3 e5 Nd5 Qd8 Nb5 Nf6 Nxf6+ Bxf6 Nxd6 Be6 Bxe6 fxe6 Nxb7 Qb6 Nd6 Rad8 Nc4 Rxd2 Nxb6 Rxd1 Rxd1 axb6 Rd7 Rf7 Rxf7 Kxf7 Kf2 Ke7 Ke2 Kd7 Kd3 Kc6 b4 Kb5 c3 Be7 Kc2 Kc4 a3 b5 g3 h6 h4 g5 h5 g4 Kd2 Bg5,B35,14,Sicilian Defense: Dragon Variation |  Modern Bc4 Variation,Sicilian Defense,,Dragon Variation
12847,TRUE,89,Out of Time,White,10+0,cro_chess_fan,1935,shahrud1295,1968,e4 e5 Nf3 d6 d4 Nd7 Bc4 c6 O-O Be7 Nc3 Ngf6 d5 Nb6 Bb3 Bg4 h3 Bh5 Qd3 Bg6 Re1 Nbd7 Ba4 Nc5 Qc4 b5 Bxb5 cxb5 Nxb5 Nfxe4 b4 a6 bxc5 axb5 Qxb5+ Qd7 c6 Qc7 Qc4 Nc5 a4 O-O Be3 Nb7 Qb5 Nd8 Bb6 Qc8 a5 Bf6 Ra2 e4 Nd4 Be5 a6 f5 c7 Bxd4 cxd8=Q Rxd8 Bxd4 Rb8 Qc6 f4 a7 Ra8 Rb1 Qf5 Rb7 f3 Rxg7+ Kf8 Qc7 Bf7 g4 Qxd5 Rb2 Rac8 a8=Q Rxa8 Rb7 Rac8 Rxf7+ Kg8 Rf8+ Kxf8 Qg7+ Ke8 Qh8+,C41,9,Philidor Defense: Hanham Variation |  Krause Variation,Philidor Defense,,Hanham Variation
12848,TRUE,25,Resign,White,10+0,tarmop,1952,cro_chess_fan,1946,d4 d5 e4 dxe4 Nc3 Nf6 Bg5 Bf5 Qe2 Qxd4 Qb5+ Nbd7 Qxf5 e6 Bxf6 Nxf6 Qb5+ c6 Qxb7 Rd8 Qxc6+ Nd7 Bb5 Qd2+ Kxd2,D00,7,Blackmar-Diemer Gambit: von Popiel Gambit,Blackmar-Diemer Gambit,,von Popiel Gambit
12849,TRUE,62,Mate,Black,5+15,alireza3737,1859,cro_chess_fan,1938,e4 c5 Bc4 Nc6 Nf3 g6 O-O Bg7 c3 d6 d4 cxd4 cxd4 Nf6 e5 dxe5 dxe5 Qxd1 Rxd1 Ng4 Bf4 O-O Nc3 Ngxe5 Bxe5 Nxe5 Nxe5 Bxe5 Nd5 Bd6 Nf6+ Kg7 Ne4 Be5 Rab1 Bf5 f3 Rfd8 g4 Bxe4 fxe4 Rd6 Rf1 e6 b3 Rad8 a4 Rd2 h4 Rh2 h5 Rdd2 h6+ Kxh6 Rxf7 Rdg2+ Kf1 Bd4 g5+ Kxg5 Rxh7 Rg1#,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,,Bowdler Attack
